WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((79514.382 454951.992,79510.494 454956.718,79502.622 454950.099,79504.285 454948.09,79497.409 454942.471,79495.727 454944.551,79491.222 454940.746,79491.056 454940.256,79494.908 454935.781,79497.555 454937.962,79499.634 454939.644,79514.382 454951.992))";"0518100000229045";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229045;"1895";Pand in gebruik;woonfunctie;"50";"97";"3";pand.090b499e-8e52-42e6-b27c-7e6214dbea61
"POLYGON ((79500.735 454952.383,79502.622 454950.099,79510.494 454956.718,79510.579 454956.788,79506.811 454961.365,79490.631 454947.996,79490.198 454948.52,79486.9 454945.747,79487.277 454945.29,79489.615 454942.458,79494.281 454946.304,79493.935 454946.713,79500.735 454952.383))";"0518100000229046";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229046;"1895";Pand in gebruik;woonfunctie;"96";"150";"2";pand.f5dbe292-a94e-4be6-897f-f129c355493f
"POLYGON ((80597.54 454156.052,80598.607 454154.164,80602.274 454156.248,80603.618 454153.762,80610.39 454157.478,80608.017 454161.802,80597.54 454156.052))";"0518100000224233";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224233;"1893";Pand in gebruik;woonfunctie;"89";"89";"1";pand.d7bdf9e3-5e3a-4386-8ab8-0e81dce63574
"POLYGON ((80019.072 454902.271,80017.087 454904.752,80016.845 454905.044,80016.76 454904.974,80014.642 454907.619,80003.732 454899.879,80005.663 454897.237,79997.595 454891.492,79999.825 454888.554,80019.072 454902.271))";"0518100000223464";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223464;"1915";Pand in gebruik;woonfunctie;"105";"110";"3";pand.8800eec8-22af-4e70-874e-093563361e2a
"POLYGON ((80129.051 454941.476,80132.591 454944.298,80132.278 454944.691,80131.842 454945.238,80128.321 454942.41,80126.6 454944.614,80118.309 454937.923,80120.756 454934.811,80129.051 454941.476))";"0518100000228199";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228199;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.d8de2f63-2d1f-4ab7-b80a-ac2799184351
"POLYGON ((80571.345 454564.227,80567.213 454561.724,80566.052 454560.955,80566.32 454560.606,80571.824 454551.987,80577.04 454555.253,80571.345 454564.227))";"0518100000229527";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229527;"1660";Pand in gebruik;woonfunctie;"62";"62";"1";pand.fef5107d-b687-403d-8fa7-b233682d81fa
"POLYGON ((79431.711 454769.28,79426.851 454765.813,79434.859 454754.662,79436.525 454755.829,79436.419 454755.981,79434.085 454759.313,79435.497 454760.302,79437.303 454761.567,79431.711 454769.28))";"0518100000229068";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229068;"1897";Pand in gebruik;"winkelfunctie,woonfunctie";"51";"62";"2";pand.3594e169-c5d1-4c68-b4a6-207bcc25c98d
"POLYGON ((80526.124 454350.459,80523.65 454349.068,80519.925 454346.993,80526.002 454336.083,80529.564 454338.292,80529.84 454338.453,80532.366 454339.87,80532.21 454340.15,80532.498 454340.311,80526.124 454350.459))";"0518100000224846";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224846;"1700";Pand in gebruik;woonfunctie;"42";"174";"2";pand.0562b305-303b-4b42-9f86-f3823443b94e
"POLYGON ((80524.823 454294.97,80519.851 454292.139,80522.093 454287.915,80526.402 454290.381,80527.191 454290.812,80524.823 454294.97))";"0518100000224847";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224847;"1879";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"20";"41";"2";pand.99a43ff2-8615-41d1-8549-0e7a03a15cb2
"POLYGON ((80485.31 454189.066,80482.391 454194.75,80472.738 454189.403,80464.198 454184.71,80467.334 454179.399,80485.31 454189.066))";"0518100000231063";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000231063;"1910";Pand in gebruik;woonfunctie;"48";"64";"4";pand.d5504318-7575-46c0-a522-4f471abeac0f
"POLYGON ((79557.138 454939.188,79556.606 454939.833,79555.42 454941.27,79552.327 454945.021,79543.494 454937.749,79546.616 454933.957,79546.973 454934.246,79549.872 454930.734,79548.485 454929.653,79551.875 454925.529,79561.725 454933.626,79557.138 454939.188))";"0518100000224254";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224254;"1991";Pand in gebruik;woonfunctie;"75";"116";"6";pand.836f170e-1172-4052-91da-4d08d33d4264
"POLYGON ((79548.772 454949.332,79545.586 454953.195,79536.76 454945.93,79539.943 454942.064,79548.772 454949.332))";"0518100000224255";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224255;"1991";Pand in gebruik;woonfunctie;"96";"102";"2";pand.31b991f7-bf25-4a25-a76d-bf1073dacfa8
"POLYGON ((79566.627 454927.682,79561.725 454933.626,79551.875 454925.529,79555.031 454921.689,79558.049 454918.018,79561.712 454913.561,79571.582 454921.674,79566.627 454927.682))";"0518100000224256";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224256;"1991";Pand in gebruik;woonfunctie;"75";"75";"8";pand.4c58ea4c-6579-4b37-ae4c-2f127aa35c47
"POLYGON ((79668.171 454251.902,79665.192 454250.13,79668.58 454244.064,79666.771 454242.947,79672.147 454233.688,79676.928 454236.428,79668.171 454251.902))";"0518100000227126";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227126;"1904";Pand in gebruik;woonfunctie;"71";"89";"2";pand.a89e05c9-db04-46eb-a3ff-dee93b60ad25
"POLYGON ((80175.121 454922.51,80172.55 454926.09,80162.313 454918.985,80164.086 454916.44,80163.489 454916.036,80164.341 454914.782,80175.121 454922.51))";"0518100000225390";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225390;"1900";Pand in gebruik;"industriefunctie,woonfunctie";"40";"94";"2";pand.4b4a2a75-1d6a-4286-a33c-44027c72f2ab
"POLYGON ((79707.749 454925.852,79712.907 454930.026,79711.131 454932.11,79696.357 454920.071,79700.091 454915.497,79705.945 454920.141,79708.048 454921.952,79709.728 454923.4,79707.749 454925.852))";"0518100000222465";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222465;"1894";Pand in gebruik;woonfunctie;"181";"181";"1";pand.d5b0d669-911b-4303-830a-3cc6f75202cb
"POLYGON ((79580.414 454210.714,79574.058 454208.14,79576.548 454202.887,79578.048 454202.045,79580.614 454203.229,79583.42 454204.388,79582.658 454206.07,79580.414 454210.714))";"0518100000229562";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229562;"1904";Pand in gebruik;overige gebruiksfunctie;"43";"43";"2";pand.fbe9f24f-725e-4a60-b47b-ac755e929806
"POLYGON ((79666.771 454242.947,79664.852 454241.762,79661.262 454247.833,79658.484 454246.218,79667.255 454230.884,79672.147 454233.688,79666.771 454242.947))";"0518100000228600";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228600;"1904";Pand in gebruik;woonfunctie;"71";"89";"2";pand.38a7f5ff-39e1-4f75-bb70-037f9cd3db7d
"POLYGON ((79593.34 454953.805,79590.584 454957.158,79582.843 454950.794,79585.523 454947.532,79585.598 454947.44,79593.34 454953.805))";"0518100000223970";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223970;"1998";Pand in gebruik;woonfunctie;"156";"156";"1";pand.b7c12f27-36db-4e63-991f-f70a94e80fc3
"POLYGON ((80131.505 454938.334,80129.051 454941.476,80120.756 454934.811,80123.285 454931.596,80131.505 454938.334))";"0518100000228198";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228198;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.3c59cef1-517c-403a-917a-ea894ca7b64e
"POLYGON ((80535.137 454305.934,80533.827 454308.28,80531.949 454307.232,80526.58 454304.117,80529.158 454299.572,80534.543 454302.627,80536.356 454303.639,80535.137 454305.934))";"0518100000229567";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229567;"1879";Pand in gebruik;woonfunctie;"29";"33";"2";pand.7e4df5ca-c3a5-47c2-b653-c44a8ddde9c7
"POLYGON ((80538.872 454299.134,80537.605 454301.402,80536.356 454303.639,80534.543 454302.627,80529.158 454299.572,80532.469 454293.734,80537.785 454296.614,80536.964 454298.069,80538.872 454299.134))";"0518100000229568";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229568;"1879";Pand in gebruik;woonfunctie;"29";"45";"2";pand.04b7ebad-d520-411e-b879-f087aba6faf7
"POLYGON ((80557.326 454505.699,80552.234 454502.458,80554.945 454498.087,80560.026 454501.316,80557.326 454505.699))";"0518100000229104";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229104;"1660";Pand in gebruik;woonfunctie;"62";"62";"1";pand.46d1a85c-cd86-4372-a488-08339df36c46
"POLYGON ((80581.359 454466.918,80576.272 454463.695,80578.874 454459.5,80583.957 454462.742,80581.359 454466.918))";"0518100000229106";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229106;"1660";Pand in gebruik;woonfunctie;"62";"62";"1";pand.1a2055b4-5687-4e5a-bc0d-03dcd09e93f9
"POLYGON ((79572.038 454128.893,79571.716 454128.744,79570.965 454130.592,79568.896 454129.653,79569.243 454128.859,79566.482 454127.576,79571.536 454116.899,79576.642 454119.276,79572.038 454128.893))";"0518100000229118";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229118;"1901";Pand in gebruik;woonfunctie;"101";"101";"1";pand.1084ffcf-cc0b-4b9c-b9c6-6b5a57b2f3b9
"POLYGON ((79727.193 454168.459,79721.512 454177.751,79717.046 454175.184,79712.239 454172.421,79708.038 454170.007,79707.279 454171.334,79704.672 454169.838,79699.706 454166.997,79705.936 454156.176,79713.418 454160.488,79717.252 454162.698,79717.673 454162.941,79722.656 454165.814,79727.193 454168.459))";"0518100000229119";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229119;"1987";Pand in gebruik;woonfunctie;"75";"101";"9";pand.f277b729-8fb5-4133-ae6e-ec540687c9d1
"POLYGON ((80617.097 454338.108,80612.068 454335.547,80614.463 454330.843,80619.485 454333.543,80617.097 454338.108))";"0518100000230556";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000230556;"1900";Pand in gebruik;woonfunctie;"47";"47";"1";pand.c0a459a4-97c3-4f30-9441-0ddb28ef7fb1
"POLYGON ((80216.822 454289.744,80213.248 454287.575,80218.821 454278.451,80220.452 454279.45,80219.556 454280.929,80221.568 454282.15,80216.822 454289.744))";"0518100000227714";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227714;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.379722b2-b8e4-4cd8-a9ef-9f3b56bef576
"POLYGON ((80293.184 454354.54,80291.203 454353.366,80290.29 454354.851,80292.29 454356.099,80291.472 454357.322,80288.258 454355.373,80294.648 454344.848,80297.869 454346.791,80293.184 454354.54))";"0518100000227715";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227715;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.ddf37378-e36b-4311-965b-8f06eaa8afd8
"POLYGON ((79437.423 454800.058,79437.343 454800.0,79431.338 454795.668,79437.066 454787.841,79443.088 454792.146,79437.423 454800.058))";"0518100000222510";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222510;"1990";Pand in gebruik;woonfunctie;"61";"67";"3";pand.beab07b2-5221-4fd6-90d4-5740d75a86be
"POLYGON ((80129.775 454386.925,80126.391 454396.856,80121.572 454395.214,80119.609 454394.545,80111.914 454391.924,80110.432 454391.419,80107.247 454390.355,80110.45 454380.361,80113.869 454381.515,80115.293 454382.006,80122.991 454384.621,80124.954 454385.288,80129.775 454386.925))";"0518100000225746";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225746;"1896";Pand in gebruik;woonfunctie;"48";"98";"7";pand.b00eb052-6b02-4ff4-a134-3f4fe086ef62
"POLYGON ((80207.099 454140.667,80204.837 454144.124,80204.236 454145.059,80202.7 454147.452,80193.18 454141.577,80194.234 454139.828,80193.281 454139.294,80197.643 454131.596,80197.846 454131.261,80197.976 454131.051,80200.44 454132.574,80202.601 454133.911,80208.923 454137.825,80208.646 454138.269,80207.099 454140.667))";"0518100000226485";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226485;"1995";Pand in gebruik;woonfunctie;"23";"103";"5";pand.c90c6414-95f6-4461-9e7b-70299809f386
"POLYGON ((79479.736 454378.417,79480.421 454380.319,79478.652 454383.624,79471.427 454379.918,79469.308 454378.789,79465.86 454376.956,79467.552 454374.01,79468.124 454373.039,79468.326 454372.646,79469.936 454373.463,79471.84 454374.429,79479.736 454378.417))";"0518100000230045";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000230045;"1897";Pand in gebruik;"kantoorfunctie,woonfunctie";"104";"104";"1";pand.ec69ccde-a892-4703-8b32-cceddad70d41
"POLYGON ((79417.074 454370.218,79416.491 454370.112,79409.203 454368.807,79410.337 454362.106,79418.287 454363.516,79418.034 454364.931,79417.074 454370.218))";"0518100000230046";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000230046;"1909";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"25";"37";"4";pand.b5b9af27-b8f7-4623-8dff-c454c920c9ae
"POLYGON ((80519.227 454405.94,80514.916 454403.593,80521.946 454390.734,80526.135 454393.006,80526.284 454393.095,80526.756 454393.378,80526.144 454394.498,80525.623 454394.219,80519.227 454405.94))";"0518100000222513";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222513;"1995";Pand in gebruik;woonfunctie;"54";"86";"3";pand.594a0ec6-eeba-4351-8275-f13f5087a117
"POLYGON ((80514.916 454403.593,80508.482 454400.09,80515.368 454387.165,80521.946 454390.734,80514.916 454403.593))";"0518100000222514";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222514;"1995";Pand in gebruik;woonfunctie;"84";"134";"3";pand.81b96ebe-d224-4577-9371-4a60a663b899
"POLYGON ((80553.906 454733.559,80555.293 454734.369,80558.084 454735.999,80560.168 454737.217,80560.834 454736.079,80561.057 454735.698,80563.934 454737.381,80564.475 454736.446,80564.38 454736.391,80564.54 454736.114,80566.12 454737.029,80565.48 454738.181,80574.568 454743.433,80583.666 454729.061,80587.194 454731.572,80587.982 454732.039,80587.329 454733.167,80579.567 454746.267,80577.153 454750.535,80573.661 454757.151,80548.868 454742.955,80547.777 454744.737,80543.86 454742.469,80545.634 454739.571,80542.32 454737.475,80542.52 454737.138,80541.871 454736.718,80542.808 454735.399,80538.939 454732.814,80539.56 454731.886,80536.183 454729.63,80535.49 454730.668,80532.845 454728.901,80533.496 454727.926,80530.125 454725.674,80529.422 454726.726,80526.68 454724.893,80527.359 454723.877,80524.059 454721.672,80522.398 454724.128,80509.816 454716.067,80512.862 454711.484,80515.887 454706.931,80522.058 454710.731,80522.754 454709.584,80522.966 454709.785,80528.884 454713.663,80552.092 454728.812,80552.787 454727.643,80553.54 454728.091,80552.982 454729.027,80555.627 454730.592,80553.906 454733.559))";"0518100000225764";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225764;"1900";Pand in gebruik;industriefunctie;"41";"289";"18";pand.27f44ad1-89ed-4864-b2cd-8e885cee6db5
"POLYGON ((79698.568 454936.863,79696.859 454938.831,79697.09 454939.084,79695.181 454941.258,79694.972 454941.089,79693.35 454939.766,79685.442 454933.443,79689.004 454929.08,79698.568 454936.863))";"0518100000229601";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229601;"1894";Pand in gebruik;woonfunctie;"159";"159";"1";pand.ebcb3561-fbde-4b4d-9ea8-8be2ed426af6
"POLYGON ((80014.349 454697.798,80011.667 454702.941,79996.916 454695.237,79999.6 454690.096,80014.349 454697.798))";"0518100000228253";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228253;"2002";Pand in gebruik;"kantoorfunctie,woonfunctie";"122";"122";"1";pand.a9fe2c9b-aee8-4896-8ddd-1bae5426e3fa
"POLYGON ((79480.118 454786.592,79477.495 454784.816,79473.412 454781.999,79476.651 454776.828,79483.693 454781.294,79480.118 454786.592))";"0518100000228637";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228637;"1898";Pand in gebruik;woonfunctie;"86";"86";"1";pand.14cf7bf9-24d5-4c58-a7b4-3d67b074fa17
"POLYGON ((79640.522 454334.512,79634.644 454331.225,79626.784 454345.421,79619.824 454341.552,79616.116 454339.533,79614.707 454335.471,79618.792 454327.828,79621.829 454322.346,79621.222 454321.986,79631.73 454304.651,79632.558 454305.107,79643.329 454311.034,79643.189 454311.278,79650.974 454315.583,79640.522 454334.512))";"0518100000227183";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227183;"1959";Pand in gebruik;"industriefunctie,woonfunctie";"85";"796";"3";pand.a5dc5ed0-5f39-48d4-8915-54a5a7ba2f29
"POLYGON ((79602.395 454406.249,79600.242 454410.277,79589.351 454404.965,79592.151 454399.351,79601.828 454404.304,79602.395 454406.249))";"0518100000222877";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222877;"1897";Pand in gebruik;woonfunctie;"137";"137";"1";pand.fa7b2f26-67fd-4335-93b4-22a30232eaa0
"POLYGON ((79579.718 454405.635,79576.2 454403.832,79581.472 454393.885,79584.232 454395.298,79585.053 454395.718,79579.718 454405.635))";"0518100000222878";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222878;"1897";Pand in gebruik;woonfunctie;"67";"67";"1";pand.dc75b035-849a-4727-8a9a-2450f7f063c1
"POLYGON ((79724.302 454932.613,79722.213 454931.097,79719.779 454934.471,79717.789 454933.019,79726.043 454921.797,79730.081 454924.684,79724.302 454932.613))";"0518100000230079";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000230079;"1892";Pand in gebruik;woonfunctie;"59";"64";"2";pand.182fdc51-be3c-4da7-add7-e25f0775b5c5
"POLYGON ((79716.088 454926.09,79711.739 454922.562,79711.598 454922.447,79712.309 454921.379,79717.213 454915.483,79722.088 454918.969,79716.088 454926.09))";"0518100000230080";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000230080;"1892";Pand in gebruik;woonfunctie;"45";"60";"2";pand.13819bb4-e8c7-4c97-b31a-afc7f32ed9b4
"POLYGON ((80584.271 454925.955,80580.992 454931.959,80577.937 454930.273,80574.34 454928.305,80571.134 454926.551,80574.463 454920.391,80577.639 454914.513,80587.545 454919.961,80584.271 454925.955))";"0518100000225007";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225007;"1935";Pand in gebruik;woonfunctie;"51";"70";"6";pand.ede45463-4d4f-4ba5-bb6e-71028dae75b3
"POLYGON ((80476.27 454414.708,80474.565 454417.736,80468.01 454414.048,80468.78 454412.62,80469.616 454411.069,80476.27 454414.708))";"0518100000231050";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000231050;"1932";Pand in gebruik;woonfunctie;"38";"38";"1";pand.29d62d1e-87a0-4414-95cd-d76ce479c509
"POLYGON ((80341.894 454343.377,80336.3 454339.975,80338.729 454335.924,80339.173 454335.183,80344.737 454338.548,80341.894 454343.377))";"0518100000227797";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227797;"1882";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"32";"55";"2";pand.65e8b3e1-c638-4d82-a97f-52980f5ce404
"POLYGON ((79545.516 454384.644,79547.567 454385.736,79546.697 454387.369,79544.609 454386.256,79543.956 454387.481,79542.166 454386.565,79540.499 454385.712,79545.863 454375.661,79549.478 454377.51,79545.516 454384.644))";"0518100000222879";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222879;"1897";Pand in gebruik;woonfunctie;"69";"69";"1";pand.abf9fa9a-91bc-4167-8d18-c519ae0a9154
